Target,URL,Label,x_relative_min,y_relative_min,empty,empty,x_relative_max,y_relative_max,empty,empty,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000475484.jpg, 'person',0.039906103,0.5109375,,,0.058685446,0.55625,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000169169.jpg, 'person',0.4875,0.758333333,,,0.528125,0.864583333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000124798.jpg, 'person',0.38125,0.62529274,,,0.421875,0.68852459,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000475484.jpg, 'person',0.281690141,0.5234375,,,0.295774648,0.5453125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000126110.jpg, 'person',0.815625,0.433333333,,,0.903125,0.795833333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000376625.jpg, 'person',0.790625,0.482435597,,,0.8484375,0.75175644,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000082812.jpg, 'person',0.91875,0.486111111,,,0.9984375,0.855555556,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000288685.jpg, 'person',0.2125,0.20412844,,,0.2671875,0.323394495,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000151480.jpg, 'person',0.325,0.360416667,,,0.39375,0.66875,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000249643.jpg, 'person',0.55,0.42516269,,,0.5921875,0.48373102,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000507667.jpg, 'person',0.346,0.056994819,,,0.386,0.134715026,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000471023.jpg, 'person',0.3375,0.535211268,,,0.371875,0.605633803,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000288685.jpg, 'person',0,0.240825688,,,0.1046875,0.403669725,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000148508.jpg, 'person',0.0640625,0.522352941,,,0.090625,0.675294118,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000439715.jpg, 'person',0.5140625,0.5625,,,0.5265625,0.604166667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000469246.jpg, 'person',0.1953125,0.502083333,,,0.1984375,0.522916667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000499181.jpg, 'person',0.171875,0.854166667,,,0.1953125,0.889583333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000277005.jpg, 'person',0.2890625,0.605633803,,,0.3609375,0.906103286,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000568147.jpg, 'person',0.797916667,0,,,0.8625,0.053125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000148508.jpg, 'person',0.2375,0.515294118,,,0.253125,0.614117647,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000155341.jpg, 'person',0.353125,0.6375,,,0.3984375,0.695833333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000060090.jpg, 'person',0.9640625,0.43498818,,,0.978125,0.546099291,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000377946.jpg, 'person',0.98125,0.384976526,,,0.9921875,0.422535211,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000213593.jpg, 'person',0.8109375,0.892018779,,,0.8578125,0.997652582,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000376625.jpg, 'person',0.49375,0.407494145,,,0.5359375,0.505854801,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000441468.jpg, 'person',0.720657277,0.196875,,,0.732394366,0.2328125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000458109.jpg, 'person',0.5453125,0.0875,,,0.559375,0.14375,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000396338.jpg, 'person',0.8890625,0.416861827,,,0.934375,0.463700234,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000428562.jpg, 'person',0.49375,0,,,0.5484375,0.108333333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000019109.jpg, 'person',0.00625,0.511682243,,,0.04375,0.607476636,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000471023.jpg, 'person',0.4625,0.504694836,,,0.4796875,0.615023474,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000288685.jpg, 'person',0.0015625,0.344036697,,,0.0828125,0.660550459,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000283318.jpg, 'person',0.928125,0.62295082,,,0.9359375,0.667447307,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000322610.jpg, 'person',0.1703125,0.277083333,,,0.2171875,0.452083333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000578093.jpg, 'person',0.5421875,0.61875,,,0.55,0.645833333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000078565.jpg, 'person',0.7328125,0.573146293,,,0.765625,0.687374749,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000099114.jpg, 'person',0.72,0.495522388,,,0.766,0.752238806,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000219271.jpg, 'person',0.368571429,0.852,,,0.557142857,0.998,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000153011.jpg, 'person',0.646875,0.420833333,,,0.690625,0.7125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000290248.jpg, 'person',0.590625,0.6875,,,0.6625,0.958333333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000448810.jpg, 'person',0.102,0.893333333,,,0.194,0.997333333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000401862.jpg, 'person',0.4078125,0.50625,,,0.484375,0.8625,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000439715.jpg, 'person',0.6,0.5625,,,0.6515625,0.64375,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000153011.jpg, 'person',0.1515625,0.41875,,,0.3171875,0.797916667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000277005.jpg, 'person',0.35,0.638497653,,,0.3859375,0.838028169,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000439715.jpg, 'person',0.79375,0.589583333,,,0.8359375,0.8,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000148999.jpg, 'person',0.68125,0.793911007,,,0.6921875,0.81030445,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000099114.jpg, 'person',0.618,0.489552239,,,0.684,0.734328358,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000054967.jpg, 'person',0.908018868,0.6578125,,,0.997641509,0.99375,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000534673.jpg, 'person',0.6109375,0.4,,,0.6484375,0.485416667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000151480.jpg, 'person',0.640625,0.152083333,,,0.684375,0.252083333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000151480.jpg, 'person',0.5765625,0.05625,,,0.6328125,0.254166667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000303863.jpg, 'person',0.778125,0.426914153,,,0.803125,0.480278422,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000338532.jpg, 'person',0.866666667,0.576,,,0.885333333,0.6,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000428562.jpg, 'person',0.334375,0,,,0.36875,0.13125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000039484.jpg, 'person',0.88125,0.782608696,,,0.909375,0.826086957,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000352491.jpg, 'person',0.7328125,0.558333333,,,0.7578125,0.58125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000076625.jpg, 'person',0.7578125,0.6625,,,0.8046875,0.845833333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000252559.jpg, 'person',0.09375,0.715625,,,0.139583333,0.821875,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000233727.jpg, 'person',0.05625,0.49882904,,,0.0703125,0.56206089,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000441468.jpg, 'person',0.669014085,0.2015625,,,0.680751174,0.225,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000184324.jpg, 'person',0.6453125,0.590588235,,,0.6875,0.729411765,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000471023.jpg, 'person',0.4875,0.492957746,,,0.51875,0.58685446,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000137727.jpg, 'person',0.8734375,0.520891365,,,0.903125,0.584958217,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000334555.jpg, 'person',0.0234375,0.314553991,,,0.1203125,0.64084507,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000334555.jpg, 'person',0.303125,0.321596244,,,0.328125,0.453051643,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000401862.jpg, 'person',0.60625,0.48125,,,0.715625,0.95625,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000052007.jpg, 'person',0.302083333,0.3734375,,,0.39375,0.4390625,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000184324.jpg, 'person',0.56875,0.569411765,,,0.609375,0.710588235,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000148508.jpg, 'person',0.4546875,0.505882353,,,0.4671875,0.557647059,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000140203.jpg, 'person',0.3578125,0.1,,,0.396875,0.1875,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000078565.jpg, 'person',0.4578125,0.503006012,,,0.46875,0.577154309,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000001353.jpg, 'person',0.354666667,0.36,,,0.557333333,0.504,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000322610.jpg, 'person',0.3515625,0.2375,,,0.3828125,0.58125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000213593.jpg, 'person',0.85625,0.887323944,,,0.88125,0.997652582,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000076625.jpg, 'person',0.915625,0.664583333,,,0.9296875,0.708333333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000343976.jpg, 'person',0.278,0.658666667,,,0.286,0.688,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000287874.jpg, 'person',0.6765625,0.47235023,,,0.6875,0.529953917,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000322610.jpg, 'person',0.5609375,0.404166667,,,0.7828125,0.9875,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000259571.jpg, 'person',0.456,0.199288256,,,0.474,0.366548043,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000078565.jpg, 'person',0.775,0.5250501,,,0.8046875,0.675350701,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000448410.jpg, 'person',0.1640625,0.42791762,,,0.215625,0.675057208,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000252559.jpg, 'person',0.45,0.7046875,,,0.5625,0.9765625,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000343976.jpg, 'person',0.19,0.725333333,,,0.208,0.784,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000151480.jpg, 'person',0.4859375,0.13125,,,0.5296875,0.25,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000290293.jpg, 'person',0.9390625,0.567484663,,,0.9515625,0.717791411,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000184324.jpg, 'person',0.5484375,0.548235294,,,0.575,0.675294118,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000430073.jpg, 'person',0.359375,0.235416667,,,0.3828125,0.304166667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000227399.jpg, 'person',0.2125,0.412863071,,,0.328125,0.72406639,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000155341.jpg, 'person',0.3546875,0.547916667,,,0.38125,0.59375,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000322610.jpg, 'person',0.1203125,0.295833333,,,0.1546875,0.45625,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000184324.jpg, 'person',0.525,0.545882353,,,0.5453125,0.602352941,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000423229.jpg, 'person',0.8921875,0.470449173,,,0.91875,0.522458629,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000210394.jpg, 'person',0.7921875,0.475,,,0.8078125,0.552083333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000448410.jpg, 'person',0.25625,0.313501144,,,0.2890625,0.471395881,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000165039.jpg, 'person',0.7265625,0.362997658,,,0.7359375,0.379391101,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000148999.jpg, 'person',0.6484375,0.798594848,,,0.6625,0.817330211,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000259571.jpg, 'person',0.458,0.238434164,,,0.526,0.387900356,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000078565.jpg, 'person',0.8921875,0.488977956,,,0.90625,0.53507014,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000065455.jpg, 'person',0.76,0.504,,,0.998,0.698666667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000201148.jpg, 'person',0.8375,0.356545961,,,0.85,0.384401114,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000052007.jpg, 'person',0.09375,0.4140625,,,0.104166667,0.4359375,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000322610.jpg, 'person',0,0.297916667,,,0.015625,0.335416667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000082812.jpg, 'person',0.7484375,0.580555556,,,0.7984375,0.788888889,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000201148.jpg, 'person',0.853125,0.334261838,,,0.8734375,0.381615599,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000334555.jpg, 'person',0.2375,0.330985915,,,0.2578125,0.422535211,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000169169.jpg, 'person',0.8625,0.758333333,,,0.8765625,0.797916667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000210394.jpg, 'person',0.859375,0.479166667,,,0.8921875,0.58125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000377946.jpg, 'person',0.8875,0.384976526,,,0.8921875,0.420187793,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000184324.jpg, 'person',0.509375,0.545882353,,,0.5265625,0.588235294,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000509451.jpg, 'person',0.3,0.258666667,,,0.572,0.997333333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000334555.jpg, 'person',0.328125,0.312206573,,,0.3484375,0.363849765,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000165039.jpg, 'person',0.7125,0.355971897,,,0.7203125,0.37470726,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000566923.jpg, 'person',0.784375,0.138497653,,,0.9109375,0.523474178,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000227399.jpg, 'person',0.121875,0.39626556,,,0.1984375,0.663900415,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000155341.jpg, 'person',0.303125,0.579166667,,,0.3359375,0.597916667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000507667.jpg, 'person',0.848,0,,,0.97,0.256476684,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000099114.jpg, 'person',0.146,0.447761194,,,0.238,0.701492537,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000227399.jpg, 'person',0.08125,0.419087137,,,0.1234375,0.520746888,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000401862.jpg, 'person',0.4421875,0.485416667,,,0.484375,0.652083333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000509451.jpg, 'person',0.49,0.170666667,,,0.724,0.986666667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000471023.jpg, 'person',0.5265625,0.485915493,,,0.54375,0.55399061,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000471023.jpg, 'person',0.58125,0.474178404,,,0.590625,0.546948357,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000259571.jpg, 'person',0.544,0.288256228,,,0.59,0.412811388,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000430073.jpg, 'person',0.775,0.429166667,,,0.86875,0.641666667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000259571.jpg, 'person',0.524,0.220640569,,,0.564,0.395017794,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000155341.jpg, 'person',0.4328125,0.564583333,,,0.45625,0.604166667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000423229.jpg, 'person',0.7015625,0.446808511,,,0.7109375,0.51536643,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000509451.jpg, 'person',0.594,0.029333333,,,0.86,0.976,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000210394.jpg, 'person',0.915625,0.479166667,,,0.946875,0.591666667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000566923.jpg, 'person',0.875,0.176056338,,,0.9984375,0.983568075,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000114907.jpg, 'person',0.378125,0.621176471,,,0.6515625,0.983529412,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000566923.jpg, 'person',0.475,0.051643192,,,0.8140625,0.985915493,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000114907.jpg, 'person',0.7921875,0.891764706,,,0.9046875,0.997647059,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000430073.jpg, 'person',0.0875,0.339583333,,,0.2203125,0.835416667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000259571.jpg, 'person',0.826,0.274021352,,,0.902,0.377224199,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000471023.jpg, 'person',0.6046875,0.481220657,,,0.6140625,0.53286385,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000153011.jpg, 'person',0.3375,0.402083333,,,0.384375,0.602083333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000252559.jpg, 'person',0.18125,0.721875,,,0.23125,0.8390625,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000219271.jpg, 'person',0.7,0.716,,,0.76,0.84,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000343976.jpg, 'person',0.19,0.754666667,,,0.204,0.792,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000441468.jpg, 'person',0.450704225,0.209375,,,0.457746479,0.2265625,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000401862.jpg, 'person',0.4875,0.460416667,,,0.5484375,0.839583333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000489842.jpg, 'person',0.5375,0.164310954,,,0.621875,0.323321555,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000114907.jpg, 'person',0.8078125,0.682352941,,,0.871875,0.821176471,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000019109.jpg, 'person',0.06875,0.523364486,,,0.11875,0.661214953,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000441468.jpg, 'person',0.377934272,0.2109375,,,0.384976526,0.228125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000078565.jpg, 'person',0.546875,0.498997996,,,0.5671875,0.567134269,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000153011.jpg, 'person',0,0.425,,,0.04375,0.7375,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000078565.jpg, 'person',0.51875,0.49498998,,,0.5328125,0.559118236,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000352491.jpg, 'person',0.5734375,0.54375,,,0.596875,0.564583333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000334555.jpg, 'person',0.3859375,0.321596244,,,0.4046875,0.349765258,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000290248.jpg, 'person',0.5109375,0.69375,,,0.5546875,0.927083333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000489842.jpg, 'person',0.3796875,0.067137809,,,0.50625,0.295053004,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000151480.jpg, 'person',0.4578125,0.377083333,,,0.5234375,0.654166667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000471023.jpg, 'person',0.425,0.509389671,,,0.4453125,0.610328638,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000509451.jpg, 'person',0.104,0,,,0.998,0.986666667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000099114.jpg, 'person',0.318,0.468656716,,,0.376,0.71641791,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000566923.jpg, 'person',0.1109375,0.004694836,,,0.2359375,0.460093897,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000114907.jpg, 'person',0.540625,0.64,,,0.6703125,0.938823529,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000210394.jpg, 'person',0.325,0.472916667,,,0.35,0.56875,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000227399.jpg, 'person',0.0140625,0.394190871,,,0.1375,0.701244813,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000065455.jpg, 'person',0.732,0.258666667,,,0.76,0.322666667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000065455.jpg, 'person',0.934,0.221333333,,,0.998,0.392,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000489842.jpg, 'person',0.4421875,0.651943463,,,0.7015625,0.980565371,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000259571.jpg, 'person',0.804,0.306049822,,,0.854,0.395017794,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000423229.jpg, 'person',0.9171875,0.451536643,,,0.9296875,0.486997636,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000210394.jpg, 'person',0.746875,0.470833333,,,0.7875,0.6375,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000290248.jpg, 'person',0.39375,0.68125,,,0.440625,0.897916667,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000259571.jpg, 'person',0.736,0.213523132,,,0.784,0.320284698,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000566923.jpg, 'person',0.0890625,0,,,0.190625,0.307511737,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000423229.jpg, 'person',0.9078125,0.449172577,,,0.9171875,0.475177305,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000423229.jpg, 'person',0.9359375,0.458628842,,,0.95625,0.520094563,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000219271.jpg, 'person',0.748571429,0.708,,,0.805714286,0.826,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000290248.jpg, 'person',0.2375,0.675,,,0.2953125,0.783333333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000065455.jpg, 'person',0.824,0.224,,,0.88,0.333333333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000065455.jpg, 'person',0.9,0.354666667,,,0.998,0.512,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000078565.jpg, 'person',0.371875,0.490981964,,,0.3859375,0.527054108,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000290248.jpg, 'person',0.296875,0.660416667,,,0.3203125,0.827083333,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000423229.jpg, 'person',0.7328125,0.505910165,,,0.778125,0.598108747,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000252559.jpg, 'person',0.052083333,0.715625,,,0.095833333,0.825,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000078565.jpg, 'person',0.7625,0.553106212,,,0.7875,0.683366733,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000227399.jpg, 'person',0,0.443983402,,,0.0296875,0.72406639,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000210394.jpg, 'person',0.778125,0.470833333,,,0.8421875,0.68125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000252559.jpg, 'person',0.089583333,0.7078125,,,0.110416667,0.7375,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000227399.jpg, 'person',0.771875,0.373443983,,,0.83125,0.595435685,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000099114.jpg, 'person',0.896,0.47761194,,,0.928,0.641791045,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000252559.jpg, 'person',0,0.7140625,,,0.035416667,0.828125,,,
TRAINING,drive/MyDrive/Accenture/proj/my_custom_dataset/images/000000065455.jpg, 'person',0.79,0.330666667,,,0.852,0.490666667,,,
