set,path,class,xmin,ymin,0,1,xmax,ymax,2,3
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000276018.jpg, person,0.90625,0.0265625,,,1,0.25625,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000212453.jpg, person,0.754166666666667,0.1546875,,,0.827083333333333,0.2984375,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000165681.jpg, person,0.5828125,0.121621621621622,,,0.6015625,0.173423423423423,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000169996.jpg, person,0.63125,0.589583333333333,,,0.746875,0.8125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000574702.jpg, person,0.429429429429429,0.364,,,0.465465465465466,0.45,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000087038.jpg, person,0.2609375,0.4875,,,0.284375,0.564583333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000283785.jpg, person,0.762,0.598214285714286,,,0.842,0.979166666666667,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000577932.jpg, person,0.2359375,0.379373848987109,,,0.2640625,0.476979742173112,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000459272.jpg, person,0.789583333333333,0.4859375,,,0.997916666666667,0.8375,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000343561.jpg, person,0.2453125,0,,,0.3015625,0.158878504672897,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000149222.jpg, person,0.39,0.391644908616188,,,0.416,0.428198433420366,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000423123.jpg, person,0.771875,0.537558685446009,,,0.9984375,0.995305164319249,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000149222.jpg, person,0.324,0.195822454308094,,,0.406,0.287206266318538,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000313182.jpg, person,0.0046875,0.568396226415094,,,0.0625,0.672169811320755,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000069213.jpg, person,0.865625,0.185011709601874,,,0.9125,0.220140515222482,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000309391.jpg, person,0.05,0.669270833333333,,,0.065625,0.78125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000313182.jpg, person,0.471875,0.52122641509434,,,0.4796875,0.55188679245283,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000149222.jpg, person,0.472,0.18798955613577,,,0.496,0.22976501305483,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000226417.jpg, person,0.556,0.522522522522523,,,0.578,0.627627627627628,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000419974.jpg, person,0.422535211267606,0.1578125,,,0.859154929577465,0.6953125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000361586.jpg, person,0.85625,0.513888888888889,,,0.8703125,0.55,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000191845.jpg, person,0.5296875,0.116343490304709,,,0.6375,0.401662049861496,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000228942.jpg, person,0.2578125,0.476489028213166,,,0.3296875,0.592476489028213,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000309391.jpg, person,0.028125,0.684895833333333,,,0.0515625,0.8359375,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000507975.jpg, person,0.0484375,0.239583333333333,,,0.1265625,0.422916666666667,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000226417.jpg, person,0.36,0.519519519519519,,,0.37,0.543543543543543,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000199771.jpg, person,0,0.294117647058824,,,0.0234375,0.665882352941176,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000423123.jpg, person,0,0,,,0.078125,0.330985915492958,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000228942.jpg, person,0.9546875,0.391849529780564,,,0.9703125,0.432601880877743,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000087038.jpg, person,0.3265625,0.48125,,,0.340625,0.552083333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000343561.jpg, person,0.3875,0.070093457943925,,,0.43125,0.210280373831776,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000228942.jpg, person,0.884375,0.385579937304075,,,0.9046875,0.473354231974922,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000276018.jpg, person,0.367788461538462,0.1953125,,,0.997596153846154,0.8609375,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000459272.jpg, person,0.835416666666667,0.39375,,,0.997916666666667,0.659375,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000276018.jpg, person,0.262019230769231,0.296875,,,0.526442307692308,0.4265625,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000294350.jpg, person,0.5046875,0.447058823529412,,,0.5703125,0.630588235294118,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000276018.jpg, person,0.055288461538462,0.3921875,,,0.487980769230769,0.9984375,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000066231.jpg, person,0.0109375,0.395784543325527,,,0.0765625,0.578454332552693,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000459272.jpg, person,0.69375,0.5671875,,,0.727083333333333,0.68125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000276018.jpg, person,0.341346153846154,0.396875,,,0.620192307692308,0.9921875,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000574702.jpg, person,0.423423423423423,0.376,,,0.438438438438438,0.406,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000459272.jpg, person,0.597916666666667,0.515625,,,0.66875,0.703125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000574702.jpg, person,0.003003003003003,0.368,,,0.039039039039039,0.784,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000181542.jpg, person,0.9484375,0.205,,,0.9859375,0.271666666666667,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000191845.jpg, person,0.209375,0.678670360110803,,,0.325,0.92797783933518,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000309391.jpg, person,0.575,0.330729166666667,,,0.584375,0.377604166666667,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000493286.jpg, person,0.478125,0.526462395543176,,,0.5421875,0.615598885793872,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000228942.jpg, person,0.8140625,0.394984326018809,,,0.8328125,0.545454545454545,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000111086.jpg, person,0.872,0.261904761904762,,,0.926,0.363095238095238,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000574702.jpg, person,0.546546546546547,0.35,,,0.555555555555556,0.36,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000139099.jpg, person,0.3484375,0.225165562913907,,,0.4078125,0.353200883002208,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000176857.jpg, person,0.322,0.165333333333333,,,0.46,0.594666666666667,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000357737.jpg, person,0.2609375,0.197916666666667,,,0.26875,0.214583333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000345027.jpg, person,0.609375,0.672456575682382,,,0.6140625,0.687344913151365,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000067213.jpg, person,0.00625,0.641237113402062,,,0.0296875,0.651546391752577,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000356387.jpg, person,0.668,0.66865671641791,,,0.69,0.728358208955224,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000370486.jpg, person,0.562945368171021,0.240625,,,0.608076009501188,0.3,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000017379.jpg, person,0.451882845188285,0.3640625,,,0.550209205020921,0.4890625,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000507037.jpg, person,0.1109375,0.466666666666667,,,0.215625,0.895833333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000455624.jpg, person,0.959375,0.334894613583138,,,0.9984375,0.482435597189695,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000469192.jpg, person,0.109375,0.602083333333333,,,0.11875,0.620833333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000309391.jpg, person,0.8515625,0.546875,,,0.8625,0.583333333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000191845.jpg, person,0.334375,0.426592797783933,,,0.43125,0.656509695290859,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000033854.jpg, person,0.6125,0.48711943793911,,,0.621875,0.510538641686183,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000017379.jpg, person,0.328451882845188,0.378125,,,0.412133891213389,0.4890625,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000356387.jpg, person,0.586,0.623880597014925,,,0.6,0.68955223880597,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000056350.jpg, person,0.120915032679739,0.80718954248366,,,0.271241830065359,0.998366013071895,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000343561.jpg, person,0.025,0.060747663551402,,,0.090625,0.322429906542056,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000087038.jpg, person,0.6375,0.48125,,,0.6640625,0.552083333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000309391.jpg, person,0.5375,0.559895833333333,,,0.54375,0.567708333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000087038.jpg, person,0.31875,0.477083333333333,,,0.3296875,0.547916666666667,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000567197.jpg, person,0.544,0.702702702702703,,,0.57,0.72972972972973,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000165681.jpg, person,0.5390625,0.137387387387387,,,0.578125,0.247747747747748,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000165681.jpg, person,0.240625,0.259009009009009,,,0.2609375,0.297297297297297,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000461751.jpg, person,0.725,0.210896309314587,,,0.9984375,0.998242530755712,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000078748.jpg, person,0.9,0.102083333333333,,,0.9984375,0.36875,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000338304.jpg, person,0.541176470588235,0.3953125,,,0.656470588235294,0.5625,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000577932.jpg, person,0.465625,0.395948434622468,,,0.5,0.440147329650092,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000169996.jpg, person,0.46875,0.664583333333333,,,0.509375,0.714583333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000292997.jpg, person,0.5671875,0.475,,,0.5890625,0.5125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000283785.jpg, person,0.814,0.875,,,0.998,0.988095238095238,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000350122.jpg, person,0.6421875,0.497916666666667,,,0.65625,0.541666666666667,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000370486.jpg, person,0.798099762470309,0.090625,,,0.871733966745843,0.171875,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000493286.jpg, person,0.190625,0.459610027855153,,,0.2140625,0.557103064066852,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000146667.jpg, person,0.7453125,0.029684601113173,,,0.80625,0.105751391465677,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000343561.jpg, person,0.2734375,0.060747663551402,,,0.3375,0.357476635514019,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000138639.jpg, person,0.0515625,0.641666666666667,,,0.0828125,0.70625,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000345027.jpg, person,0.646875,0.662531017369727,,,0.6546875,0.689826302729529,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000055002.jpg, person,0.31,0.861333333333333,,,0.63,0.997333333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000313182.jpg, person,0.0078125,0.566037735849057,,,0.065625,0.672169811320755,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000554002.jpg, person,0.8296875,0.098823529411765,,,0.8609375,0.232941176470588,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000554002.jpg, person,0.7375,0.124705882352941,,,0.775,0.178823529411765,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000173799.jpg, animal,0.5640625,0.404580152671756,,,0.7375,0.461832061068702,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000534605.jpg, person,0.62,0.25,,,0.678333333333333,0.455,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000210273.jpg, person,0.10625,0.495327102803738,,,0.125,0.579439252336449,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000029187.jpg, person,0.175,0.234215885947047,,,0.3609375,0.714867617107943,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000138639.jpg, person,0.125,0.63125,,,0.1359375,0.672916666666667,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000226662.jpg, person,0.7546875,0.022075055187638,,,0.8765625,0.470198675496689,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000110042.jpg, person,0,0.246875,,,0.091764705882353,0.859375,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000181542.jpg, person,0.4796875,0.21,,,0.5015625,0.238333333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000069213.jpg, person,0.3875,0.100702576112412,,,0.471875,0.288056206088993,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000403565.jpg, person,0.404921700223714,0.359375,,,0.626398210290828,0.8125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000297578.jpg, person,0.164,0.05338078291815,,,0.344,0.99644128113879,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000294350.jpg, person,0.109375,0.296470588235294,,,0.203125,0.376470588235294,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000343561.jpg, person,0.3109375,0.30607476635514,,,0.5203125,0.86214953271028,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000395180.jpg, person,0.725,0.388773388773389,,,0.7453125,0.415800415800416,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000574702.jpg, person,0.48948948948949,0.37,,,0.525525525525526,0.42,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000479126.jpg, person,0.16875,0.346604215456674,,,0.3375,0.97423887587822,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000283785.jpg, person,0.852,0.5625,,,0.88,0.625,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000367680.jpg, person,0.431111111111111,0.458579881656805,,,0.475555555555556,0.541420118343195,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000459272.jpg, person,0.697916666666667,0.5421875,,,0.73125,0.571875,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000356387.jpg, person,0.692,0.614925373134328,,,0.728,0.832835820895522,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000494869.jpg, person,0.46135831381733,0.5015625,,,0.674473067915691,0.8109375,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000248334.jpg, person,0.882,0.490666666666667,,,0.906,0.557333333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000504074.jpg, person,0.40625,0.203747072599532,,,0.8640625,0.997658079625293,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000168337.jpg, person,0.06875,0.472916666666667,,,0.15625,0.802083333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000480985.jpg, person,0.773333333333333,0.598,,,0.813333333333333,0.636,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000084241.jpg, person,0.3890625,0.080808080808081,,,0.6390625,0.702020202020202,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000244833.jpg, person,0.5109375,0.025700934579439,,,0.653125,0.228971962616822,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000067213.jpg, person,0,0.701030927835051,,,0.034375,0.841237113402062,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000199771.jpg, person,0.05625,0.129411764705882,,,0.3578125,0.976470588235294,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000507975.jpg, person,0.5640625,0.047916666666667,,,0.703125,0.210416666666667,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000414510.jpg, person,0.239583333333333,0.3859375,,,0.420833333333333,0.634375,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000139099.jpg, person,0.075,0.218543046357616,,,0.196875,0.392935982339956,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000370486.jpg, person,0.693586698337292,0.184375,,,0.762470308788599,0.253125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000056350.jpg, person,0.330065359477124,0.544117647058823,,,0.736928104575163,0.812091503267974,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000336232.jpg, person,0.134375,0.311475409836066,,,0.275,0.716627634660422,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000087038.jpg, person,0.3046875,0.475,,,0.3203125,0.552083333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000370486.jpg, person,0.144893111638955,0.315625,,,0.401425178147268,0.790625,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000349184.jpg, person,0.897196261682243,0.3296875,,,0.925233644859813,0.36875,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000480985.jpg, person,0.805333333333333,0.596,,,0.837333333333333,0.632,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000371529.jpg, person,0.064453125,0.08125,,,0.66796875,0.896875,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000294350.jpg, person,0.3625,0.211764705882353,,,0.8109375,0.997647058823529,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000176857.jpg, person,0.218,0.088,,,0.46,0.602666666666667,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000052996.jpg, person,0,0.262910798122066,,,0.1421875,0.671361502347418,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000033854.jpg, person,0.6328125,0.440281030444965,,,0.66875,0.522248243559719,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000176857.jpg, person,0.78,0.389333333333333,,,0.872,0.504,,
