sample,image,category,xmin,ymin,xmax,ymax
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1397.jpg,sus scrofa,0.6916,0.4959,0.8116,0.7712
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1397.jpg,sus scrofa,0.8469,0.4697,0.9985999999999999,0.6433
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/1072.jpg,sus scrofa,0.3758,0.5286,0.6567000000000001,0.9051
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/1073.jpg,sus scrofa,0.4111,0.5515,0.5549000000000001,0.8712
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0409/1556.jpg,sus scrofa,0.2205,0.48139999999999994,0.5536,0.7161
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0409/1561.jpg,sus scrofa,0.08943,0.47209999999999996,0.27633,0.6613
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0409/1559.jpg,sus scrofa,0.1479,0.4745,0.368,0.6718
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0409/1557.jpg,sus scrofa,0.185,0.48590000000000005,0.5483,0.7183
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0409/1558.jpg,sus scrofa,0.1242,0.4802,0.44689999999999996,0.7262
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0409/1560.jpg,sus scrofa,0.11410000000000001,0.4736,0.3229,0.6592
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0465/0418.jpg,sus scrofa,0.3089,0.2549,0.917,0.8166
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0409/1070.jpg,sus scrofa,0.2823,0.6539,0.3937,0.74827
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0409/1070.jpg,sus scrofa,0.2281,0.5043,0.6015,0.7854
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0409/1070.jpg,sus scrofa,0.6016,0.6358,0.716,0.7552000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0409/1070.jpg,sus scrofa,0.4111,0.6609,0.5526,0.7713000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0409/1069.jpg,sus scrofa,0.2226,0.49600000000000005,0.5807,0.7746000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0409/1069.jpg,sus scrofa,0.3037,0.6627,0.4326,0.7733
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0409/1069.jpg,sus scrofa,0.4316,0.6562,0.581,0.7786
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0393.jpg,sus scrofa,0.0,0.5658,0.4077,0.897
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0476/1024.jpg,panthera pardus,0.0,0.3795,0.5247,0.7067
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0253/0218.jpg,panthera pardus,0.626,0.7765,0.9999,0.9798
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0476/1448.jpg,sus scrofa,0.0,0.4982,0.2328,0.714
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0476/1448.jpg,sus scrofa,0.4935,0.5341,0.6887,0.6941
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0476/1448.jpg,sus scrofa,0.34800000000000003,0.48740000000000006,0.5274,0.6978000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/1673.jpg,sus scrofa,0.23620000000000002,0.5958,0.8174000000000001,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/1671.jpg,sus scrofa,0.6331,0.5766,0.9993000000000001,0.9991
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/1672.jpg,sus scrofa,0.4581,0.5993,0.958,0.9982
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/1667.jpg,sus scrofa,0.3661,0.5618,0.5967,0.7689999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/1668.jpg,sus scrofa,0.5241,0.5814,0.6194,0.696
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/1669.jpg,sus scrofa,0.4820999999999999,0.5836,0.6177999999999999,0.6883
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0345/0167.jpg,panthera pardus,0.0,0.4778,0.4013999999999999,0.9864
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0205/0519.jpg,panthera pardus,0.3535,0.4387,0.5178,0.6134999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0205/0521.jpg,panthera pardus,0.4467,0.4396,0.6373,0.603
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0205/0520.jpg,panthera pardus,0.3826,0.449,0.5771999999999999,0.6139
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0476/1023.jpg,panthera pardus,0.45690000000000003,0.3206,0.8416,0.653
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0208/1649.jpg,panthera pardus,0.626,0.303,0.8977999999999999,0.8721000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0208/1649.jpg,panthera pardus,0.9031,0.5703,0.99997,0.7693000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0208/1655.jpg,panthera pardus,0.3178,0.23980000000000004,0.4983,0.5333
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0208/1651.jpg,panthera pardus,0.4406,0.273,0.7022999999999999,0.6512
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0208/1654.jpg,panthera pardus,0.32449999999999996,0.237,0.5237999999999999,0.5397000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0208/1652.jpg,panthera pardus,0.3875,0.2583,0.5994,0.6035999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0208/1653.jpg,panthera pardus,0.3484,0.23879999999999998,0.5301,0.5526
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0208/1650.jpg,panthera pardus,0.4851,0.286,0.75,0.7054
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/1477.jpg,sus scrofa,0.23390000000000002,0.4381,0.9994999999999999,0.9988999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1606.jpg,sus scrofa,0.31,0.5505,0.5375,0.7162
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0476/1455.jpg,sus scrofa,0.3614,0.4159,0.7516,0.9247000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0476/1455.jpg,sus scrofa,0.9138,0.7066,0.9993799999999999,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0476/1455.jpg,sus scrofa,0.001464,0.3163,0.39846400000000004,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/0472.jpg,sus scrofa,0.45629999999999993,0.4476,0.9806999999999999,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/0471.jpg,sus scrofa,0.726,0.1623,0.9991,0.818
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/0471.jpg,sus scrofa,0.1366,0.33149999999999996,0.5099,0.736
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/0470.jpg,sus scrofa,0.3833,0.34979999999999994,0.7477,0.7636999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/0470.jpg,sus scrofa,0.6643,0.3926,0.8114,0.6262
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/0470.jpg,sus scrofa,0.23940000000000003,0.3802,0.4297,0.639
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0328/0393.jpg,sus scrofa,0.4313,0.4097,0.7672,0.7456
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/0091.jpg,sus scrofa,0.2753,0.5845,0.5262,0.8076
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/0093.jpg,sus scrofa,0.3766999999999999,0.6034,0.5238999999999999,0.7605000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/0093.jpg,sus scrofa,0.5762,0.5926,0.62882,0.7504
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/0095.jpg,sus scrofa,0.1772,0.5397,0.659,0.9997
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/0092.jpg,sus scrofa,0.1125,0.6034,0.3349,0.8363
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/0092.jpg,sus scrofa,0.4915,0.6178,0.5996,0.7866
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/0096.jpg,sus scrofa,0.373,0.6358,0.5609,0.786
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/0094.jpg,sus scrofa,0.6731,0.6294,0.77273,0.71249
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/0094.jpg,sus scrofa,0.58,0.6596,0.62518,0.7614
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/0094.jpg,sus scrofa,0.1437,0.6189,0.5327999999999999,0.9984
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/1720.jpg,sus scrofa,0.0,0.5961,0.1197,0.8191999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/1720.jpg,sus scrofa,0.2394,0.2426,0.7811999999999999,0.8588
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/1721.jpg,sus scrofa,0.0,0.6352,0.1044,0.8565
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/1721.jpg,sus scrofa,0.2545,0.3978,0.5062,0.7798
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/1716.jpg,sus scrofa,0.0,0.5965,0.1166,0.8178000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/1716.jpg,sus scrofa,0.5343,0.4942,0.6957,0.6766
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/1718.jpg,sus scrofa,0.32910000000000006,0.6107,0.5423,0.8177
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/1718.jpg,sus scrofa,0.0,0.572,0.1173,0.7948
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/1718.jpg,sus scrofa,0.2273,0.2977,0.7424,0.8447
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/1724.jpg,sus scrofa,0.3583,0.44689999999999996,0.8431000000000001,0.7681
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/1719.jpg,sus scrofa,0.3444,0.6298,0.5427,0.7647
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/1719.jpg,sus scrofa,0.0,0.6053,0.1164,0.7973999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/1719.jpg,sus scrofa,0.2232,0.2815,0.7292000000000001,0.8459
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0302/0924.jpg,panthera pardus,0.4093,0.1284,0.9255,0.8862
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/1644.jpg,sus scrofa,0.2578,0.4897,0.40369999999999995,0.6506000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0193/0627.jpg,panthera pardus,0.04923,0.0141,0.99993,0.9807
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0193/0629.jpg,panthera pardus,0.001047,0.1099,0.9989469999999999,0.9842
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0193/0628.jpg,panthera pardus,0.0,0.01562,1.0,0.98432
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0193/0626.jpg,panthera pardus,0.6359,0.3876,0.9999,0.9842
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0193/0624.jpg,panthera pardus,0.6035,0.3805,0.9981,0.9862
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0193/0625.jpg,panthera pardus,0.6115,0.3756,0.9989000000000001,0.9828999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/1177.jpg,sus scrofa,0.3091,0.4608,0.6038,0.8912
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0309/1549.jpg,panthera pardus,0.3695,0.7648,0.9994000000000001,0.9843000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0309/1550.jpg,panthera pardus,0.85,0.7692,0.9989,0.9844999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0326/1426.jpg,sus scrofa,0.4242,0.4559,0.6462,0.6405000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0541.jpg,sus scrofa,0.5179,0.5294,0.6364000000000001,0.7409
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0541.jpg,sus scrofa,0.8176,0.541,0.9999,0.7533000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0541.jpg,sus scrofa,0.6583,0.5422,0.762,0.7433
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0543.jpg,sus scrofa,0.4529,0.655,0.5664,0.71877
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0543.jpg,sus scrofa,0.3781,0.5437,0.675,0.7533
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0543.jpg,sus scrofa,0.01345,0.558,0.27945000000000003,0.7719
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0544.jpg,sus scrofa,0.000498,0.5686,0.216698,0.7944
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0545.jpg,sus scrofa,0.9303,0.5344,0.99918,0.6994
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0542.jpg,sus scrofa,0.4389,0.5314,0.5236000000000001,0.7413
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0542.jpg,sus scrofa,0.6551,0.5434,0.73083,0.7333000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0542.jpg,sus scrofa,0.9272,0.5832,0.99994,0.7227000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0542.jpg,sus scrofa,0.5647,0.5301,0.65815,0.7491
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0540.jpg,sus scrofa,0.6479,0.5361,0.7616,0.7485
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0540.jpg,sus scrofa,0.9416,0.5606,0.99827,0.7012
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0326/1009.jpg,sus scrofa,0.7811,0.3753,0.9394,0.5456000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0326/1009.jpg,sus scrofa,0.3241,0.355,0.8536999999999999,0.8002
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0438/0667.jpg,sus scrofa,0.0,0.4932,0.7753,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0438/0670.jpg,sus scrofa,0.9245,0.3691,0.9999399999999999,0.6572
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0438/0670.jpg,sus scrofa,0.5025,0.4703,0.7437999999999999,0.7214
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0438/0670.jpg,sus scrofa,0.2695,0.6603,0.5334000000000001,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0438/0671.jpg,sus scrofa,0.263,0.516,0.38270000000000004,0.8192
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/0264.jpg,sus scrofa,0.2537,0.5224,0.6255,0.8682
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/0265.jpg,sus scrofa,0.3515,0.5314,0.7252,0.8628
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/0193.jpg,sus scrofa,0.3248,0.1114,0.9994,0.9995
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/0191.jpg,sus scrofa,0.2056,0.1593,0.6335999999999999,0.9995999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/0192.jpg,sus scrofa,0.3093,0.1111,0.9999,0.9985999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0370/0611.jpg,panthera pardus,0.0,0.0,0.9999,1.0
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0370/0612.jpg,panthera pardus,0.0,0.03873,0.9999,0.9999300000000002
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0323/1490.jpg,panthera pardus,0.4015000000000001,0.7414,0.9999000000000001,0.9843
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0595.jpg,sus scrofa,0.5515,0.4811,0.64503,0.6232
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1754.jpg,sus scrofa,0.06686,0.3531,0.55946,0.7906
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0434/0023.jpg,sus scrofa,0.4761,0.4379,0.5516,0.6605
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0434/0022.jpg,sus scrofa,0.4967,0.5248,0.6102,0.8968
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0434/0024.jpg,sus scrofa,0.4782,0.4777,0.56144,0.6084
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0328/1323.jpg,sus scrofa,0.2577,0.3263,0.663,0.6444
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0432/0018.jpg,sus scrofa,0.0,0.1231,0.6114,0.8569
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0432/0019.jpg,sus scrofa,0.3107,0.2996,0.5948,0.6746
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0036/0300.jpg,sus scrofa,0.2125,0.5497,0.48429999999999995,0.8628
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0036/0300.jpg,sus scrofa,0.5376,0.5239,0.9999,0.9916
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1665.jpg,sus scrofa,0.6039,0.5179,0.7637,0.6636
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1665.jpg,sus scrofa,0.8578,0.4769,0.9886,0.711
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1665.jpg,sus scrofa,0.8641,0.6365,0.9722999999999999,0.7466999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1666.jpg,sus scrofa,0.7856000000000001,0.5215,0.9117000000000001,0.6512
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1666.jpg,sus scrofa,0.8339,0.4769,0.9924999999999999,0.711
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1666.jpg,sus scrofa,0.8641,0.6383,0.9722999999999999,0.7474
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1664.jpg,sus scrofa,0.4125,0.6189,0.64,0.9962
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0730.jpg,sus scrofa,0.5839,0.5501,0.7605999999999999,0.7304
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0732.jpg,sus scrofa,0.1845,0.5574,0.4021,0.738
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0728.jpg,sus scrofa,0.6562,0.5507,0.9103,0.7863
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0733.jpg,sus scrofa,0.0,0.5923,0.1817,0.7666000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0734.jpg,sus scrofa,0.0,0.5963,0.1567,0.7676000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0731.jpg,sus scrofa,0.5358,0.5499,0.7244,0.7295
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0729.jpg,sus scrofa,0.5859,0.5546,0.7602,0.7315999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0036/0346.jpg,sus scrofa,0.2088,0.3858,0.6144000000000001,0.9405999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1922.jpg,sus scrofa,0.4815,0.5561,0.8647,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1924.jpg,sus scrofa,0.0,0.4975,0.1981,0.7061999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1924.jpg,sus scrofa,0.4559,0.4829,0.927,0.9984
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1924.jpg,sus scrofa,0.0,0.49859999999999993,0.1106,0.7602
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1924.jpg,sus scrofa,0.1673,0.49979999999999997,0.4908,0.7269
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1924.jpg,sus scrofa,0.8361,0.4042,0.9999,0.9769
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1918.jpg,sus scrofa,0.7428,0.5327,0.9145,0.57483
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1918.jpg,sus scrofa,0.1197,0.5552,0.9982,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1917.jpg,sus scrofa,0.1372,0.5618,0.9998999999999999,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1917.jpg,sus scrofa,0.7461,0.5327,0.9174,0.5738899999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1921.jpg,sus scrofa,0.49950000000000006,0.5258,0.8441000000000001,0.9999000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1919.jpg,sus scrofa,0.3687,0.4596,0.49640000000000006,0.5385800000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1919.jpg,sus scrofa,0.5323,0.5148,0.6517,0.7144
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1919.jpg,sus scrofa,0.5354,0.5561,0.9987999999999999,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1919.jpg,sus scrofa,0.0,0.5128,0.3293,0.7976000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1919.jpg,sus scrofa,0.001056,0.5093,0.5979559999999999,0.9997
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1919.jpg,sus scrofa,0.5291,0.5529,0.6907,0.6693
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1919.jpg,sus scrofa,0.2507,0.4932,0.3922,0.56537
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1920.jpg,sus scrofa,0.5108,0.5664,0.9988,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1920.jpg,sus scrofa,0.3978,0.48120000000000007,0.47575,0.54393
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1920.jpg,sus scrofa,0.0,0.5112,0.303,0.8024
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1920.jpg,sus scrofa,0.586,0.5496,0.6888,0.6713
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1920.jpg,sus scrofa,0.2524,0.4962,0.3984,0.58421
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1920.jpg,sus scrofa,0.5223,0.5123,0.6356999999999999,0.7479
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0408/1920.jpg,sus scrofa,0.0,0.5093,0.5417,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0328/0459.jpg,sus scrofa,0.2639,0.3624,0.6975,0.6669
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0328/0638.jpg,sus scrofa,0.4574,0.4538,0.6276999999999999,0.7261
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0330/0703.jpg,sus scrofa,0.08769,0.7195,0.55089,0.998
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0409/0595.jpg,sus scrofa,0.1,0.3642,0.6174999999999999,0.7583
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0409/0594.jpg,sus scrofa,0.17309999999999998,0.3764,0.7832999999999999,0.7762
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0425/1981.jpg,sus scrofa,0.5016,0.4233,0.57481,0.50151
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0425/1986.jpg,sus scrofa,0.4266,0.44239999999999996,0.7002999999999999,0.6623
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0425/1986.jpg,sus scrofa,0.0,0.4227,0.2523,0.6503
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0425/1985.jpg,sus scrofa,0.0,0.3680999999999999,0.1686,0.6572
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0425/1985.jpg,sus scrofa,0.2078,0.389,0.4126,0.5666
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0425/1984.jpg,sus scrofa,0.2043,0.3832,0.3158,0.6049
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0425/1984.jpg,sus scrofa,0.0,0.3857,0.159,0.5633
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0425/1982.jpg,sus scrofa,0.3954,0.42,0.47436,0.49233
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0425/1983.jpg,sus scrofa,0.841,0.5186,0.90911,0.6077999999999999
